ID,ADDRESS,CITY,ZIP,Longitude,Latitude,Match Score,Provider Number,Location Number,geometry,ASM2021,SEN2021,NAMELSAD,SENATE_DISTRICT2021,SENATE_DISTRICT,CONGRESSIONAL_DISTRICT,GEOID
114,4725 N 79th St                               ,Milwaukee      ,53218-4650,-88.010623719548,43.103698572658,100.0,8000569208,001,POINT (-88.010623719548 43.103698572658),17,6,Milwaukee County,06,6.0,4,55079003300
119,2900 Elmer Ct                               ,Fall Creek     ,54742-9323,-91.373535139195,44.788788843336,100.0,1000589721,001,POINT (-91.373535139195 44.788788843336),68,23,Eau Claire County,23,23.0,3,55035000302
120,4531 77th St                               ,Wisc Rapids    ,54494-9035,-89.728030837014,44.353703402147,99.4,8000580148,002,POINT (-89.728030837014 44.353703402147),72,24,Wood County,24,24.0,7,55141011500
121,4937 N 18th St                               ,Milwaukee      ,53209-5755,-87.932859271734,43.107273370543,100.0,8000580338,001,POINT (-87.932859271734 43.107273370543),11,4,Milwaukee County,04,4.0,4,55079002300
123,9558 N Otte Ct                               ,Appleton       ,54915,-88.327421368377,44.241434589391,88.14,6000589806,001,POINT (-88.327421368377 44.241434589391),3,1,Calumet County,01,1.0,6,55015020700
124,424 Lake Ave                               ,Racine         ,53403-1072,-87.782113239121,42.729122567091,100.0,8000581138,001,POINT (-87.782113239121 42.729122567091),66,22,Racine County,22,22.0,1,55101002900
127,3615 W Clarke St                               ,Milwaukee      ,53210-3063,-87.959155565109,43.066038011138,100.0,8000584658,001,POINT (-87.959155565109 43.066038011138),18,6,Milwaukee County,06,6.0,4,55079006200
132,2827 E Fieldstone Way                               ,Sturtevant     ,53177-1997,-87.886159833468,42.700038227579,100.0,9000587719,001,POINT (-87.886159833468 42.700038227579),63,21,Racine County,21,21.0,1,55101001702
133,16620 W Pepper Ln                               ,Brookfield     ,53005,-88.119645876866,43.019394815443,98.57,8000588188,001,POINT (-88.119645876866 43.019394815443),13,5,Waukesha County,05,5.0,5,55133201101
137,5221 W North Ave                               ,Milwaukee      ,53208-1140,-87.979452008372,43.06065247071,100.0,8000588648,001,POINT (-87.979452008372 43.06065247071),18,6,Milwaukee County,06,6.0,4,55079009300
144,3803 Sunbrook Rd                               ,Madison        ,53704-2737,-89.306897786123,43.140152643034,100.0,8000589258,001,POINT (-89.306897786123 43.140152643034),48,16,Dane County,16,16.0,2,55025002602
147,306 E Conrad Dr                               ,Medford        ,54451-2033,-90.338924979018,45.130885031601,100.0,8000590058,001,POINT (-90.338924979018 45.130885031601),87,29,Taylor County,29,29.0,7,55119960500
149,7326 Harvest Hill Rd                               ,Madison        ,53717-1008,-89.509206921565,43.077435471619,100.0,9000588069,001,POINT (-89.509206921565 43.077435471619),79,27,Dane County,27,27.0,2,55025000205
152,W10848 Johnson Rd                               ,Merrillan      ,54754-8268,-90.854540267426,44.428322750343,100.0,4000589734,001,POINT (-90.854540267426 44.428322750343),92,31,Jackson County,31,31.0,3,55053960200
156,4129 W Monrovia Way                               ,Milwaukee      ,53209-3549,-87.964373216016,43.128299542297,100.0,9000559259,001,POINT (-87.964373216016 43.128299542297),11,4,Milwaukee County,04,4.0,4,55079001100
158,920 42nd St                               ,Kenosha        ,53140-2812,-87.823987737216,42.598019653278,100.0,3000590423,001,POINT (-87.823987737216 42.598019653278),65,22,Kenosha County,22,22.0,1,55059000300
165,4377 N 48th St                               ,Milwaukee      ,53216-1435,-87.973344283166,43.096975112845,100.0,9000577919,001,POINT (-87.973344283166 43.096975112845),17,6,Milwaukee County,06,6.0,4,55079004000
166,1921 N 27th St                               ,Milwaukee      ,53208-1502,-87.947576301148,43.055448398486,100.0,9000580999,001,POINT (-87.947576301148 43.055448398486),16,6,Milwaukee County,06,6.0,4,55079185800
167,110 Wittwer Rd                               ,Madison        ,53714-1914,-89.31107842797,43.100329676224,100.0,9000582949,001,POINT (-89.31107842797 43.100329676224),48,16,Dane County,16,16.0,2,55025003002
170,6875 N Teutonia Ave                               ,Milwaukee      ,53209-2532,-87.955452021191,43.143723627154,100.0,9000585789,001,POINT (-87.955452021191 43.143723627154),11,4,Milwaukee County,04,4.0,4,55079000900
172,6201 W Lincoln Creek Dr                               ,Milwaukee      ,53218-4940,-87.988998996089,43.103933056399,100.0,9000588679,001,POINT (-87.988998996089 43.103933056399),17,6,Milwaukee County,06,6.0,4,55079003100
174,1401 Oregon St                               ,Racine         ,53405-3151,-87.832309290689,42.714860827064,100.0,9000589179,004,POINT (-87.832309290689 42.714860827064),66,22,Racine County,22,22.0,1,55101001002
180,3436 N 10th St                               ,Milwaukee      ,53206-2819,-87.92354831841,43.081023093816,100.0,9000589949,001,POINT (-87.92354831841 43.081023093816),10,4,Milwaukee County,04,4.0,4,55079006800
185,849 S Fisk St                               ,Green Bay      ,54304-2211,-88.061485024198,44.519773630667,100.0,9000590149,001,POINT (-88.061485024198 44.519773630667),90,30,Brown County,30,30.0,8,55009000402
187,1821 Farnam St                               ,La Crosse      ,54601-5871,-91.228874973594,43.7978642405,100.0,1000558721,185,POINT (-91.228874973594 43.7978642405),95,32,La Crosse County,32,32.0,3,55063001101
189,2201 Nick Ln                               ,De Pere        ,54115-8034,-88.119066100623,44.412357613636,100.0,0000590700,001,POINT (-88.119066100623 44.412357613636),2,1,Brown County,01,1.0,8,55009940007
192,1652 S 29th St                               ,Milwaukee      ,53215-1939,-87.950296731643,43.012960405561,100.0,6000590816,001,POINT (-87.950296731643 43.012960405561),9,3,Milwaukee County,03,3.0,4,55079017000
199,926 Point Basse Ave                               ,Nekoosa        ,54457-1432,-89.897146462415,44.304375566684,100.0,8000590808,001,POINT (-89.897146462415 44.304375566684),70,24,Wood County,24,24.0,7,55141011700
204,77799 Firebreak Rd                               ,Saxon          ,54559-9012,-90.552740958777,46.518759008739,100.0,7000590087,002,POINT (-90.552740958777 46.518759008739),74,25,Ashland County,25,25.0,7,55003940000
205,98 Kessel Ct                               ,Madison        ,53711-6265,-89.480780870412,43.048207942885,100.0,8000590798,001,POINT (-89.480780870412 43.048207942885),78,26,Dane County,26,26.0,2,55025000408
217,5743 N 37th St                               ,Milwaukee      ,53209-4015,-87.958645861577,43.122428312489,100.0,8000590838,001,POINT (-87.958645861577 43.122428312489),11,4,Milwaukee County,04,4.0,4,55079001000
218,2962 N 24th Pl                               ,Milwaukee      ,53206,-87.94355248471,43.072879991062,100.0,9000590709,001,POINT (-87.94355248471 43.072879991062),16,6,Milwaukee County,06,6.0,4,55079006400
219,3942 N 78th St                               ,Milwaukee      ,53222,-88.009716378529,43.089049310931,100.0,0000555710,020,POINT (-88.009716378529 43.089049310931),17,6,Milwaukee County,06,6.0,4,55079005200
224,4354 N 91st St                               ,Milwaukee      ,53222-1612,-88.026309194055,43.096341357146,100.0,0000555710,022,POINT (-88.026309194055 43.096341357146),12,4,Milwaukee County,04,4.0,4,55079003400
225,3162 S 28th St                               ,Milwaukee      ,53215-4308,-87.949417721457,42.987125913141,100.0,0000555710,023,POINT (-87.949417721457 42.987125913141),9,3,Milwaukee County,03,3.0,4,55079020000
228,4469 N 37th St                               ,Milwaukee      ,53209-5907,-87.959266122412,43.098652960313,100.0,0000555710,025,POINT (-87.959266122412 43.098652960313),17,6,Milwaukee County,06,6.0,4,55079002600
229,2338 Harley Dr                               ,Fitchburg      ,53711-4355,-89.466557451276,43.027188015649,100.0,0000555710,046,POINT (-89.466557451276 43.027188015649),78,26,Dane County,26,26.0,2,55025000501
230,408 Columbia Ave                               ,Green Bay      ,54303-2943,-88.032965347186,44.526474710799,100.0,0000555710,048,POINT (-88.032965347186 44.526474710799),90,30,Brown County,30,30.0,8,55009000200
231,5112 N 20th St                               ,Milwaukee      ,53209-5717,-87.936459718242,43.110421445738,100.0,0000557000,009,POINT (-87.936459718242 43.110421445738),11,4,Milwaukee County,04,4.0,4,55079002300
233,815 8th St                               ,Racine         ,53403-1491,-87.790410000733,42.724444485607,100.0,0000557920,001,POINT (-87.790410000733 42.724444485607),66,22,Racine County,22,22.0,1,55101002900
239,5409 N 92nd St                               ,Milwaukee      ,53225-3416,-88.027215026332,43.116208479328,100.0,0000558060,001,POINT (-88.027215026332 43.116208479328),12,4,Milwaukee County,04,4.0,4,55079000502
240,7050 W Hummingbird Ct                               ,Milwaukee      ,53223-2768,-87.997883981093,43.172868175047,100.0,0000588370,001,POINT (-87.997883981093 43.172868175047),12,4,Milwaukee County,04,4.0,4,55079000102
243,4222 W Roosevelt Dr                               ,Milwaukee      ,53216-3058,-87.966055296346,43.086219077504,100.0,0000589500,010,POINT (-87.966055296346 43.086219077504),18,6,Milwaukee County,06,6.0,4,55079003900
244,2036 Saint Clair St                               ,Racine         ,53402-4764,-87.788693386963,42.746927515951,100.0,0000589740,001,POINT (-87.788693386963 42.746927515951),66,22,Racine County,22,22.0,1,55101001302
246,2970 N 60th St                               ,Milwaukee      ,53210-1401,-87.987337451422,43.073227923863,100.0,0000589950,001,POINT (-87.987337451422 43.073227923863),17,6,Milwaukee County,06,6.0,4,55079005000
252,7900 W Beechwood Ave                               ,Milwaukee      ,53223-4967,-88.00916317292,43.142363747183,100.0,0000590090,001,POINT (-88.00916317292 43.142363747183),11,4,Milwaukee County,04,4.0,4,55079000304
261,5726 N Sievers Pl                               ,Milwaukee      ,53209-4544,-87.920661674775,43.121438703091,100.0,0000590320,001,POINT (-87.920661674775 43.121438703091),10,4,Milwaukee County,04,4.0,5,55079060200
263,3313 Lasalle St                               ,Racine         ,53402-3856,-87.791412476353,42.759562019612,100.0,0000590610,001,POINT (-87.791412476353 42.759562019612),66,22,Racine County,22,22.0,1,55101001402
269,326 W Concordia Ave                               ,Milwaukee      ,53212-1941,-87.91474262621,43.078854485917,100.0,1000556721,008,POINT (-87.91474262621 43.078854485917),10,4,Milwaukee County,04,4.0,4,55079006900
270,3107 Maple Grove Dr                               ,Madison        ,53719-5011,-89.498821743531,43.016817464035,100.0,1000558121,003,POINT (-89.498821743531 43.016817464035),78,26,Dane County,26,26.0,2,55025000505
271,3840 N 42nd St                               ,Milwaukee      ,53216-3033,-87.965326657503,43.087393004954,100.0,1000558721,181,POINT (-87.965326657503 43.087393004954),18,6,Milwaukee County,06,6.0,4,55079003900
272,3942 Lakeshore Dr                               ,Rhinelander    ,54501-9519,-89.325108979514,45.656045757074,100.0,1000559791,008,POINT (-89.325108979514 45.656045757074),34,12,Oneida County,12,12.0,7,55085970104
274,2825 Hayes Ave                               ,Racine         ,53405-4235,-87.81844528756,42.698155023483,100.0,1000559791,009,POINT (-87.81844528756 42.698155023483),66,22,Racine County,22,22.0,1,55101000901
276,3151 N 21st St                               ,Milwaukee      ,53206-1724,-87.938757533179,43.076266992407,100.0,1000570141,001,POINT (-87.938757533179 43.076266992407),16,6,Milwaukee County,06,6.0,4,55079006400
278,2193 N 51st St                               ,Milwaukee      ,53208-1134,-87.977557027702,43.059168831938,100.0,1000575771,001,POINT (-87.977557027702 43.059168831938),18,6,Milwaukee County,06,6.0,4,55079009200
280,6609 N 105th St                               ,Milwaukee      ,53224-5106,-88.042728504186,43.137654207245,100.0,1000584391,001,POINT (-88.042728504186 43.137654207245),12,4,Milwaukee County,04,4.0,4,55079000302
281,6030 N 36th St                               ,Milwaukee      ,53209-3606,-87.957301320488,43.127439475212,100.0,1000584951,001,POINT (-87.957301320488 43.127439475212),11,4,Milwaukee County,04,4.0,4,55079001100
283,2018 Jefferson St                               ,Two Rivers     ,54241-2622,-87.566741848163,44.152394940216,100.0,1000584991,001,POINT (-87.566741848163 44.152394940216),2,1,Manitowoc County,01,1.0,6,55071005300
285,7108 W Sheridan Ave                               ,Milwaukee      ,53218-2922,-88.000025222078,43.11852917686,100.0,1000588631,001,POINT (-88.000025222078 43.11852917686),11,4,Milwaukee County,04,4.0,4,55079001800
291,1109 2nd Ave                               ,Holmen         ,54636-9795,-91.25277236628,43.956016629914,99.43,1000589821,001,POINT (-91.25277236628 43.956016629914),94,32,La Crosse County,32,32.0,3,55063010205
295,4515 W Kiley Ave                               ,Milwaukee      ,53223-5334,-87.969376709298,43.144987450514,100.0,1000589951,009,POINT (-87.969376709298 43.144987450514),11,4,Milwaukee County,04,4.0,4,55079000800
304,5907 20th Ave                               ,Kenosha        ,53140-3865,-87.833425508734,42.581258487227,100.0,1000590261,001,POINT (-87.833425508734 42.581258487227),65,22,Kenosha County,22,22.0,1,55059001100
305,3727 Clairmont St                               ,Racine         ,53406-5345,-87.845062524008,42.687752997823,100.0,2000568172,002,POINT (-87.845062524008 42.687752997823),64,22,Racine County,22,22.0,1,55101000904
315,4318 N 48th St                               ,Milwaukee      ,53216-1436,-87.973333638149,43.095772770744,100.0,2000572772,001,POINT (-87.973333638149 43.095772770744),17,6,Milwaukee County,06,6.0,4,55079004000
316,6615 N 103rd St                               ,Milwaukee      ,53224-5101,-88.040071524698,43.137503626355,100.0,2000577902,001,POINT (-88.040071524698 43.137503626355),12,4,Milwaukee County,04,4.0,4,55079000302
321,5354 N 34th St                               ,Milwaukee      ,53209-4720,-87.95512227712,43.114961252136,100.0,2000578532,002,POINT (-87.95512227712 43.114961252136),11,4,Milwaukee County,04,4.0,4,55079002100
322,6266 W Port Ave                               ,Milwaukee      ,53223-4120,-87.989296972747,43.158986528012,100.0,2000582522,001,POINT (-87.989296972747 43.158986528012),11,4,Milwaukee County,04,4.0,4,55079000700
329,4971 N 52nd St                               ,Milwaukee      ,53218-4309,-87.977620227252,43.108084487313,100.0,2000585072,001,POINT (-87.977620227252 43.108084487313),11,4,Milwaukee County,04,4.0,4,55079002900
330,17777 Wallow Rd                               ,Glidden        ,54527-9270,-90.611663307348,46.079251401163,100.0,2000585502,002,POINT (-90.611663307348 46.079251401163),74,25,Ashland County,25,25.0,7,55003950700
331,10541 W Wabash Ave                               ,Milwaukee      ,53224-2349,-88.043027319034,43.1728895489,100.0,2000590222,001,POINT (-88.043027319034 43.1728895489),12,4,Milwaukee County,04,4.0,4,55079000202
338,3016 S Hanson Ave                               ,Milwaukee      ,53207-2423,-87.890875659832,42.989207768342,100.0,2000590442,001,POINT (-87.890875659832 42.989207768342),20,7,Milwaukee County,07,7.0,4,55079018300
344,5424 N 74th St                               ,Milwaukee      ,53218-2831,-88.003437075765,43.115761262884,100.0,3000561023,001,POINT (-88.003437075765 43.115761262884),11,4,Milwaukee County,04,4.0,4,55079001800
346,2113 N 5th St                               ,Sheboygan      ,53081-2849,-87.707852780683,43.767969051268,100.0,3000566183,001,POINT (-87.707852780683 43.767969051268),27,9,Sheboygan County,09,9.0,6,55117000100
351,503 Bayview Dr                               ,Madison        ,53715,-89.397532478626,43.066701983598,98.07,3000576793,002,POINT (-89.397532478626 43.066701983598),76,26,Dane County,26,26.0,2,55025001200
353,4447 N 37th St                               ,Milwaukee      ,53209-5907,-87.959297554549,43.098183699464,100.0,3000576973,001,POINT (-87.959297554549 43.098183699464),17,6,Milwaukee County,06,6.0,4,55079002600
356,4910 N 50th St                               ,Milwaukee      ,53218-4355,-87.97511336765,43.106819867672,100.0,3000576973,002,POINT (-87.97511336765 43.106819867672),11,4,Milwaukee County,04,4.0,4,55079002800
367,3034 Manchester Rd                               ,Madison        ,53719-1572,-89.490575878644,43.017729373191,100.0,3000579513,004,POINT (-89.490575878644 43.017729373191),78,26,Dane County,26,26.0,2,55025000505
372,1508 Hoover St                               ,New Holstein   ,53061-1634,-88.081240164154,43.940782353254,100.0,3000581953,002,POINT (-88.081240164154 43.940782353254),59,20,Calumet County,20,20.0,6,55015020600
377,314 William Cir                               ,Verona         ,53593-1542,-89.52963822965,42.989247456654,100.0,3000585993,001,POINT (-89.52963822965 42.989247456654),80,27,Dane County,27,27.0,2,55025013700
378,5735 N 74th St                               ,Milwaukee      ,53218-2232,-88.003451827915,43.122218723,100.0,3000586183,001,POINT (-88.003451827915 43.122218723),11,4,Milwaukee County,04,4.0,4,55079001300
379,1939 N 37th St                               ,Milwaukee      ,53208-1802,-87.959987468999,43.055843982406,100.0,3000589703,001,POINT (-87.959987468999 43.055843982406),18,6,Milwaukee County,06,6.0,4,55079009600
381,6221 N Denmark St                               ,Milwaukee      ,53225-1612,-88.032247520998,43.130915115183,100.0,3000589833,001,POINT (-88.032247520998 43.130915115183),12,4,Milwaukee County,04,4.0,4,55079000502
385,3028 Todd Dr                               ,Madison        ,53713-2920,-89.424877515726,43.030038868557,100.0,3000590313,001,POINT (-89.424877515726 43.030038868557),77,26,Dane County,26,26.0,2,55025001402
386,7833 W Luscher Ave                               ,Milwaukee      ,53218-3745,-88.010324737062,43.10582971345,100.0,4000559624,003,POINT (-88.010324737062 43.10582971345),11,4,Milwaukee County,04,4.0,4,55079001700
387,1626 N 40th St                               ,Milwaukee      ,53208-1875,-87.963592525555,43.052147982201,100.0,4000560724,007,POINT (-87.963592525555 43.052147982201),18,6,Milwaukee County,06,6.0,4,55079009600
388,1634 Howe St                               ,Racine         ,53403-2608,-87.791509790249,42.711320939805,100.0,4000564804,001,POINT (-87.791509790249 42.711320939805),66,22,Racine County,22,22.0,1,55101002900
409,5941 State Road 113                               ,Waunakee       ,53597-9592,-89.411620362388,43.18258347138,100.0,4000566544,001,POINT (-89.411620362388 43.18258347138),79,27,Dane County,27,27.0,2,55025011302
411,415 Bay Vw                               ,Madison        ,53715-1407,-89.397532478626,43.066701983598,100.0,4000580024,001,POINT (-89.397532478626 43.066701983598),76,26,Dane County,26,26.0,2,55025001200
413,4139 N 50th St                               ,Milwaukee      ,53216-1311,-87.975817028422,43.092599382201,100.0,4000581334,001,POINT (-87.975817028422 43.092599382201),17,6,Milwaukee County,06,6.0,4,55079004000
415,3321 Edwards St                               ,Eau Claire     ,54703-0936,-91.47176157286,44.85663615859,100.0,4000583564,003,POINT (-91.47176157286 44.85663615859),91,31,Eau Claire County,31,31.0,3,55035000501
423,4346 N 17th St                               ,Milwaukee      ,53209-6929,-87.931850342048,43.096052349124,100.0,4000588164,001,POINT (-87.931850342048 43.096052349124),10,4,Milwaukee County,04,4.0,4,55079004300
425,3201 N 8th St                               ,Milwaukee      ,53206-2803,-87.921293921732,43.076568573283,100.0,4000589664,001,POINT (-87.921293921732 43.076568573283),10,4,Milwaukee County,04,4.0,4,55079006700
426,7649 N 78th St                               ,Milwaukee      ,53223-3939,-88.006600908938,43.157123398575,100.0,4000589824,001,POINT (-88.006600908938 43.157123398575),12,4,Milwaukee County,04,4.0,4,55079000102
430,6102 Valley View Ln                               ,Rosholt        ,54473,-89.48258565422,44.681828382635,100.0,4000589854,001,POINT (-89.48258565422 44.681828382635),70,24,Portage County,24,24.0,7,55097960200
431,3132 Losey Blvd                               ,La Crosse      ,54601-7345,-91.219461509595,43.777298235231,99.43,4000590594,001,POINT (-91.219461509595 43.777298235231),95,32,La Crosse County,32,32.0,3,55063001102
434,2549 N Grant Blvd                               ,Milwaukee      ,53210-2943,-87.96582462637,43.065397382279,100.0,5000561125,030,POINT (-87.96582462637 43.065397382279),18,6,Milwaukee County,06,6.0,4,55079006100
439,4917 N 105th St                               ,Milwaukee      ,53225-3918,-88.0433574822,43.107169015849,100.0,5000566305,002,POINT (-88.0433574822 43.107169015849),12,4,Milwaukee County,04,4.0,4,55079000501
440,4520 N 77th St                               ,Milwaukee      ,53218,-88.008266896013,43.099623584701,100.0,5000581555,001,POINT (-88.008266896013 43.099623584701),17,6,Milwaukee County,06,6.0,4,55079003300
443,612 2nd Ave                               ,Ashland        ,54806-3200,-90.878398516624,46.588265605545,99.43,5000581715,001,POINT (-90.878398516624 46.588265605545),74,25,Ashland County,25,25.0,7,55003950800
449,1806 W Nash St                               ,Milwaukee      ,53206-2415,-87.93373392333,43.084808193652,100.0,5000584615,001,POINT (-87.93373392333 43.084808193652),10,4,Milwaukee County,04,4.0,4,55079004600
454,4936 N 90th St                               ,Milwaukee      ,53225-4123,-88.024607164797,43.107616399931,100.0,5000586195,001,POINT (-88.024607164797 43.107616399931),12,4,Milwaukee County,04,4.0,4,55079001700
463,2862 N 56th St                               ,Milwaukee      ,53214-3302,-87.982645010568,43.010935002477,89.83,5000588175,001,POINT (-87.982645010568 43.010935002477),7,3,Milwaukee County,03,3.0,4,55079100100
464,2681 Humboldt Rd                               ,Green Bay      ,54311-8449,-87.948191029927,44.512549603597,100.0,5000588355,001,POINT (-87.948191029927 44.512549603597),90,30,Brown County,30,30.0,8,55009001702
469,1725 Lenard St                               ,Wausau         ,54401-1918,-89.634469016285,44.986495894839,100.0,5000589525,001,POINT (-89.634469016285 44.986495894839),85,29,Marathon County,29,29.0,7,55073000400
472,6661 N Bourbon St                               ,Milwaukee      ,53224-5151,-88.040250981245,43.136824985564,100.0,5000589545,002,POINT (-88.040250981245 43.136824985564),12,4,Milwaukee County,04,4.0,4,55079000302
473,416 Johnson St                               ,Janesville     ,53548-4609,-89.023638744384,42.675261698978,100.0,5000590275,001,POINT (-89.023638744384 42.675261698978),44,15,Rock County,15,15.0,1,55105000300
474,229 S Westhaven Dr                               ,Oshkosh        ,54904-7582,-88.597317965979,44.017774995425,100.0,6000557176,001,POINT (-88.597317965979 44.017774995425),54,18,Winnebago County,18,18.0,6,55139001803
475,4921 N 63rd St                               ,Milwaukee      ,53218-4124,-87.990009602155,43.107646323325,100.0,6000557916,001,POINT (-87.990009602155 43.107646323325),17,6,Milwaukee County,06,6.0,4,55079003000
481,5156 N 53rd St                               ,Milwaukee      ,53218-4335,-87.978736696755,43.111398021277,100.0,6000559186,001,POINT (-87.978736696755 43.111398021277),11,4,Milwaukee County,04,4.0,4,55079002900
487,2619 N 23rd St                               ,Milwaukee      ,53206-1513,-87.941240420538,43.066519551476,100.0,6000572866,001,POINT (-87.941240420538 43.066519551476),16,6,Milwaukee County,06,6.0,4,55079008700
20,3129 W Juneau Ave                               ,Milwaukee      ,53208-2937,-87.953370040261,43.045872535112,100.0,6000579326,001,POINT (-87.953370040261 43.045872535112),18,6,Milwaukee County,06,6.0,4,55079013600
27,6480 Gurnee Mills Cir                               ,Gurnee         ,60031-5271,-87.962295593676,42.387411218317,99.43,6000586866,002,POINT (-87.962295593676 42.387411218317),,,,,,,
48,1180 Main St                               ,Baldwin        ,54002,-92.377239378345,44.966678896438,100.0,6000588096,002,POINT (-92.377239378345 44.966678896438),29,10,St. Croix County,10,10.0,3,55109120801
58,720 S 6th Ave Lincoln Elementary School     ,Wausau         ,54401-5308,-89.64372,44.95439,100.0,6000588096,005,POINT (-89.64372 44.95439),85,29,Marathon County,29,29.0,7,55073000601
60,3101 N 13th St Horace Mann Middle School     ,Wausau         ,54403-2317,-89.61051,44.98224,100.0,6000589156,001,POINT (-89.61051 44.98224),85,29,Marathon County,29,29.0,7,55073000300
87,1825 Division St                               ,New London     ,54961,-88.736874558375,44.376203363936,100.0,6000589766,001,POINT (-88.736874558375 44.376203363936),40,14,Waupaca County,14,14.0,8,55135100900
100,N5762 Cty Rd Pp                               ,Durand         ,54736,-91.964401729388,44.616705102202,100.0,6000589896,001,POINT (-91.964401729388 44.616705102202),93,31,Pepin County,31,31.0,3,55091950100
102,4694 N 75th St                               ,Milwaukee      ,53218-4718,-88.005686946216,43.102865704849,100.0,7000560087,001,POINT (-88.005686946216 43.102865704849),17,6,Milwaukee County,06,6.0,4,55079003200
114,7526 W Fond Du Lac Ave                               ,Milwaukee      ,53218-2816,-88.005098033699,43.112754380849,100.0,7000561127,001,POINT (-88.005098033699 43.112754380849),11,4,Milwaukee County,04,4.0,4,55079001800
118,526 Renson Rd                               ,Hartland       ,53029-1818,-88.33789797888,43.107767483735,100.0,7000561217,001,POINT (-88.33789797888 43.107767483735),99,33,Waukesha County,33,33.0,5,55133203602
130,N3082 Crystal Ln                               ,La Crosse      ,54601,-91.111874837015,43.833517420028,100.0,7000584847,001,POINT (-91.111874837015 43.833517420028),94,32,La Crosse County,32,32.0,3,55063010600
156,1919 Elizabeth St                               ,Baraboo        ,53913,-89.733881740707,43.484252860529,100.0,7000588467,002,POINT (-89.733881740707 43.484252860529),81,27,Sauk County,27,27.0,2,55111000401
159,2790 Hazelwood Ln                               ,Green Bay      ,54304-1801,-88.108817296153,44.509503997168,100.0,7000589217,002,POINT (-88.108817296153 44.509503997168),4,2,Brown County,02,2.0,8,55009940003
161,3418 W Auer Ave                               ,Milwaukee      ,53216,-87.956781307215,43.077043198551,100.0,7000590397,001,POINT (-87.956781307215 43.077043198551),16,6,Milwaukee County,06,6.0,4,55079006300
162,3220 N Buffum St                               ,Milwaukee      ,53212-2152,-87.906343372495,43.077096423636,100.0,7000590477,001,POINT (-87.906343372495 43.077096423636),10,4,Milwaukee County,04,4.0,4,55079006900
164,657 Oak St                               ,Neenah         ,54956,-88.459957264578,44.176075073972,100.0,7000590627,001,POINT (-88.459957264578 44.176075073972),55,19,Winnebago County,19,19.0,6,55139003300
187,266 S Cove Rd                               ,Hudson         ,54016,-92.747204011654,44.909157499163,100.0,8000558368,004,POINT (-92.747204011654 44.909157499163),30,10,St. Croix County,10,10.0,3,55109120906
196,545 N Spring St                               ,Columbus       ,53925,-89.012512857566,43.34320244535,100.0,8000558698,023,POINT (-89.012512857566 43.34320244535),37,13,Columbia County,13,13.0,2,55021971200
244,2930 S Stratton Dr                               ,West Allis     ,53219-2760,-88.011893577879,42.99132973095,100.0,8000572768,002,POINT (-88.011893577879 42.99132973095),14,5,Milwaukee County,05,5.0,5,55079101800
264,6015 46th Ave                               ,Kenosha        ,53142,-87.864015180554,42.580686212788,100.0,8000579718,001,POINT (-87.864015180554 42.580686212788),65,22,Kenosha County,22,22.0,1,55059001402
269,3278 N 41st St                               ,Milwaukee      ,53216-3617,-87.964344382269,43.078708515074,100.0,8000587488,001,POINT (-87.964344382269 43.078708515074),18,6,Milwaukee County,06,6.0,4,55079004800
271,2335-2339 W Greenfield Ave                               ,Milwaukee      ,53204-1922,-87.943418960992,43.016972529244,99.0,8000589918,001,POINT (-87.943418960992 43.016972529244),8,3,Milwaukee County,03,3.0,4,55079016200
282,102 Burnett St                               ,Spencer        ,54479-9527,-90.299230297235,44.764118010534,99.43,8000590038,001,POINT (-90.299230297235 44.764118010534),69,23,Marathon County,23,23.0,7,55073002101
288,2784 Deerfield Ave                               ,Suamico        ,54173-7928,-88.049011327349,44.618891731193,99.43,8000590128,001,POINT (-88.049011327349 44.618891731193),89,30,Brown County,30,30.0,8,55009020203
291,1700 Breckenridge St                               ,Mayville       ,53050-2142,-88.564478004614,43.502373990371,100.0,9000567049,003,POINT (-88.564478004614 43.502373990371),39,13,Dodge County,13,13.0,6,55027961300
294,244 Jefferson St                               ,Oregon         ,53575-1317,-89.38750151982,42.927299157217,100.0,9000568889,001,POINT (-89.38750151982 42.927299157217),43,15,Dane County,15,15.0,2,55025012502
306,3117 Gilead Ave                               ,Zion           ,60099-3162,-87.843369295748,42.4380956229,100.0,9000569279,002,POINT (-87.843369295748 42.4380956229),,,,,,,
322,5845 S Swift Ave                               ,Cudahy         ,53110-2738,-87.85496138402,42.938113991608,100.0,9000586169,001,POINT (-87.85496138402 42.938113991608),20,7,Milwaukee County,07,7.0,4,55079180400
326,4924 N 26th St                               ,Milwaukee      ,53209-5507,-87.94527429526,43.107234855698,100.0,9000589149,001,POINT (-87.94527429526 43.107234855698),11,4,Milwaukee County,04,4.0,4,55079002300
343,2741 W Oriole Dr                               ,Milwaukee      ,53209-4236,-87.947383601194,43.123692680673,100.0,9000590169,001,POINT (-87.947383601194 43.123692680673),11,4,Milwaukee County,04,4.0,4,55079001000
357,2955 N 54th St                               ,Milwaukee      ,53210-1632,-87.980906603849,43.072924582787,100.0,5000590115,001,POINT (-87.980906603849 43.072924582787),17,6,Milwaukee County,06,6.0,4,55079005000
365,1651 Cass St                               ,Green Bay      ,54302-2726,-87.988143706689,44.494975937761,100.0,7000589247,001,POINT (-87.988143706689 44.494975937761),88,30,Brown County,30,30.0,8,55009001600
